song,performer,date,chart_position,previous_position,peak,weeks_on_chart,hitTF
Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,2021-01-23,90,0,90,1,1
Willow,Taylor Swift,2021-01-23,29,22,22,18,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021-01-23,40,41,21,18,1
Down To One,Luke Bryan,2021-01-23,82,72,36,17,1
Moonwalking In Calabasas,DDG,2021-01-23,99,82,81,11,1
Dangerous,Morgan Wallen,2021-01-23,62,0,62,4,1
Dakiti,Bad Bunny & Jhay Cortez,2021-01-23,23,17,16,18,1
Bichota,Karol G,2021-01-23,88,73,72,10,1
B.S.,Jhene Aiko Featuring H.E.R.,2021-01-23,56,52,52,3,1
More Surprised Than Me,Morgan Wallen,2021-01-23,66,0,66,1,1
Damage,H.E.R.,2021-01-30,53,64,44,18,1
More Than My Hometown,Morgan Wallen,2021-01-30,27,16,16,6,1
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2021-01-30,48,43,31,5,1
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-01-30,17,13,7,11,1
Masterpiece,DaBaby,2021-01-30,55,0,55,13,1
Afterglow,Ed Sheeran,2021-01-30,41,36,29,10,1
Girl Like Me,Black Eyed Peas X Shakira,2021-01-30,91,97,67,14,1
You Broke Me First.,Tate McRae,2021-01-30,31,33,17,18,1
Bad Boy,Juice WRLD & Young Thug,2021-01-30,22,0,22,5,1
Save Your Tears,The Weeknd,2021-01-30,20,21,4,17,1
Better Days,Ant Clemons Featuring Justin Timberlake,2021-01-30,94,0,94,1,1
Forever After All,Luke Combs,2021-01-30,65,67,35,18,1
Wasted On You,Morgan Wallen,2021-01-30,24,9,9,15,1
Warning,Morgan Wallen,2021-01-30,72,42,42,5,1
Positions,Ariana Grande,2021-01-30,5,3,2,18,1
Somebody's Problem,Morgan Wallen,2021-01-30,36,26,26,10,1
Blinding Lights,The Weeknd,2021-01-30,4,4,3,17,1
Therefore I Am,Billie Eilish,2021-01-30,13,17,12,18,1
Streets,Doja Cat,2021-01-30,39,91,16,15,1
WAP,Cardi B Featuring Megan Thee Stallion,2021-01-30,50,48,35,5,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021-01-30,51,51,28,18,1
So Done,The Kid LAROI,2021-01-30,87,94,74,8,1
Adderall (Corvette Corvette),Popp Hunna,2021-01-30,90,96,74,6,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021-01-30,34,40,21,18,1
"Big, Big Plans",Chris Lane,2021-01-30,68,59,49,9,1
Anyone,Justin Bieber,2021-01-30,26,22,6,16,1
Good Time,Niko Moon,2021-01-30,42,44,20,14,1
Golden,Harry Styles,2021-01-30,82,85,57,12,1
Somebody Like That,Tenille Arts,2021-01-30,97,0,50,14,1
Dakiti,Bad Bunny & Jhay Cortez,2021-01-30,18,23,16,18,1
Lonely,Justin Bieber & benny blanco,2021-01-30,14,12,12,11,1
Tyler Herro,Jack Harlow,2021-01-30,69,71,61,12,1
Goosebumps,Travis Scott & HVME,2021-01-30,85,0,47,14,1
Levitating,Dua Lipa Featuring DaBaby,2021-01-30,6,6,5,18,1
Love You Like I Used To,Russell Dickerson,2021-01-30,56,60,50,5,1
Prisoner,Miley Cyrus Featuring Dua Lipa,2021-01-30,79,73,60,8,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021-01-30,21,19,12,11,1
Best Friend,Saweetie Featuring Doja Cat,2021-01-30,49,39,14,15,1
Cover Me Up,Morgan Wallen,2021-01-30,71,52,52,9,1
Go Crazy,Chris Brown & Young Thug,2021-01-30,7,5,3,18,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2021-01-30,75,65,55,7,1
Undivided,Tim McGraw & Tyler Hubbard,2021-01-30,76,0,76,2,1
34+35,Ariana Grande,2021-01-30,2,11,2,18,1
Happy Does,Kenny Chesney,2021-01-30,57,70,47,8,1
Bang!,AJR,2021-01-30,9,8,8,11,1
865,Morgan Wallen,2021-01-30,74,46,46,5,1
Throat Baby (Go Baby),BRS Kash,2021-01-30,54,69,24,13,1
Champagne Night,Lady A,2021-01-30,62,53,33,6,1
Without You,The Kid LAROI,2021-01-30,52,57,30,18,1
Put Your Records On,Ritt Momney,2021-01-30,61,75,30,16,1
Long Live,Florida Georgia Line,2021-01-30,80,79,45,16,1
Before You Go,Lewis Capaldi,2021-01-30,30,31,24,8,1
Hell Of A View,Eric Church,2021-01-30,99,94,41,15,1
Good Days,SZA,2021-01-30,10,10,9,17,1
Sand In My Boots,Morgan Wallen,2021-01-30,40,32,32,11,1
Whoopty,CJ,2021-01-30,19,25,10,16,1
Drivers License,Olivia Rodrigo,2021-01-30,1,1,1,15,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-01-30,12,14,8,11,1
7 Summers,Morgan Wallen,2021-01-30,25,18,18,7,1
Moonwalking In Calabasas,DDG,2021-01-30,89,99,81,11,1
Take You Dancing,Jason Derulo,2021-01-30,78,72,57,5,1
You're Mines Still,Yung Bleu Featuring Drake,2021-01-30,32,54,18,18,1
Hole In The Bottle,Kelsea Ballerini,2021-01-30,44,49,39,11,1
What You Know Bout Love,Pop Smoke,2021-01-30,23,27,9,18,1
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,2021-01-30,84,0,12,14,1
Still Trappin',Lil Durk & King Von,2021-01-30,63,61,53,12,1
Monster,Shawn Mendes & Justin Bieber,2021-01-30,67,55,36,10,1
Starting Over,Chris Stapleton,2021-01-30,35,38,26,18,1
Beers And Sunshine,Darius Rucker,2021-01-30,64,77,42,13,1
Dynamite,BTS,2021-01-30,45,35,5,15,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-01-30,8,7,4,12,1
Holiday,Lil Nas X,2021-01-30,59,58,43,7,1
What's Your Country Song,Thomas Rhett,2021-01-30,60,76,29,17,1
Diamonds,Sam Smith,2021-01-30,47,47,39,7,1
On Me,Lil Baby,2021-01-30,33,37,23,18,1
Bichota,Karol G,2021-01-30,88,88,72,10,1
Monsters,All Time Low Featuring Demi Lovato & blackbear ,2021-01-30,77,81,55,17,1
Kings & Queens,Ava Max,2021-01-30,29,28,15,8,1
Rockstar,DaBaby Featuring Roddy Ricch,2021-01-30,37,34,26,7,1
De Una Vez,Selena Gomez,2021-01-30,92,0,92,1,1
Body,Megan Thee Stallion,2021-01-30,16,20,16,16,1
Dangerous,Morgan Wallen,2021-01-30,100,62,62,4,1
The Good Ones,Gabby Barrett,2021-01-30,81,89,19,17,1
Drankin N Smokin,Future & Lil Uzi Vert,2021-01-30,96,0,84,10,1
Better Together,Luke Combs,2021-01-30,15,24,15,14,1
One Too Many,Keith Urban Duet With P!nk,2021-01-30,98,89,72,15,1
Lady,Brett Young,2021-01-30,95,97,52,15,1
Willow,Taylor Swift,2021-01-30,28,29,22,18,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-01-30,58,68,58,9,1
Buss It,Erica Banks,2021-01-30,83,100,47,13,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-01-30,11,15,11,18,1
Just The Way,Parmalee x Blanco Brown,2021-01-30,73,87,31,17,1
Momma's House,Dustin Lynch,2021-01-30,93,88,59,15,1
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2021-01-30,43,41,34,6,1
Back In Blood,Pooh Shiesty Featuring Lil Durk,2021-01-30,46,78,13,16,1
I Should Probably Go To Bed,Dan + Shay,2021-01-30,38,30,28,4,1
Still Goin Down,Morgan Wallen,2021-01-30,66,45,45,6,1
Down To One,Luke Bryan,2021-01-30,70,82,36,17,1
Hit Different,SZA Featuring Ty Dolla $ign,2021-01-30,86,80,62,6,1
Mood,24kGoldn Featuring iann dior,2021-01-30,3,2,1,18,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-02-06,8,8,4,12,1
One Too Many,Keith Urban Duet With P!nk,2021-02-06,96,98,72,15,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021-02-06,21,21,12,11,1
So Done,The Kid LAROI,2021-02-06,79,87,74,8,1
Good Time,Niko Moon,2021-02-06,37,42,20,14,1
On Me,Lil Baby,2021-02-06,29,33,23,18,1
Levitating,Dua Lipa Featuring DaBaby,2021-02-06,5,6,5,18,1
Prisoner,Miley Cyrus Featuring Dua Lipa,2021-02-06,81,79,60,8,1
Still Trappin',Lil Durk & King Von,2021-02-06,84,63,53,12,1
Just The Way,Parmalee x Blanco Brown,2021-02-06,56,73,31,17,1
Opp Stoppa,YBN Nahmir Featuring 21 Savage,2021-02-06,97,0,78,6,1
"Big, Big Plans",Chris Lane,2021-02-06,82,68,49,9,1
Best Friend,Saweetie Featuring Doja Cat,2021-02-06,45,49,14,15,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-02-06,17,12,8,11,1
Goosebumps,Travis Scott & HVME,2021-02-06,73,85,47,14,1
Somebody Like That,Tenille Arts,2021-02-06,89,97,50,14,1
Starting Over,Chris Stapleton,2021-02-06,36,35,26,18,1
Throat Baby (Go Baby),BRS Kash,2021-02-06,24,54,24,13,1
Hell Of A View,Eric Church,2021-02-06,90,99,41,15,1
Lady,Brett Young,2021-02-06,86,95,52,15,1
Good Days,SZA,2021-02-06,9,10,9,17,1
You Got It,VEDO,2021-02-06,95,0,75,12,1
The Good Ones,Gabby Barrett,2021-02-06,64,81,19,17,1
Bang!,AJR,2021-02-06,10,9,8,11,1
Positions,Ariana Grande,2021-02-06,7,5,2,18,1
Buss It,Erica Banks,2021-02-06,67,83,47,13,1
Laugh Now Cry Later,Drake Featuring Lil Durk,2021-02-06,22,17,7,11,1
Heat Waves,Glass Animals,2021-02-06,91,100,39,14,1
Therefore I Am,Billie Eilish,2021-02-06,12,13,12,18,1
Somebody's Problem,Morgan Wallen,2021-02-06,43,36,26,10,1
Still Goin Down,Morgan Wallen,2021-02-06,72,66,45,6,1
Hit Different,SZA Featuring Ty Dolla $ign,2021-02-06,83,86,62,6,1
Cover Me Up,Morgan Wallen,2021-02-06,74,71,52,9,1
You Broke Me First.,Tate McRae,2021-02-06,27,31,17,18,1
Afterglow,Ed Sheeran,2021-02-06,39,41,29,10,1
Take You Dancing,Jason Derulo,2021-02-06,78,78,57,5,1
Blinding Lights,The Weeknd,2021-02-06,3,4,3,17,1
You're Mines Still,Yung Bleu Featuring Drake,2021-02-06,32,32,18,18,1
Hole In The Bottle,Kelsea Ballerini,2021-02-06,42,44,39,11,1
Champagne Night,Lady A,2021-02-06,93,62,33,6,1
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,2021-02-06,60,84,12,14,1
Before You Go,Lewis Capaldi,2021-02-06,33,30,24,8,1
Kacey Talk,YoungBoy Never Broke Again,2021-02-06,98,90,90,2,1
Happy Does,Kenny Chesney,2021-02-06,50,57,47,8,1
Back In Blood,Pooh Shiesty Featuring Lil Durk,2021-02-06,40,46,13,16,1
34+35,Ariana Grande,2021-02-06,4,2,2,18,1
Holiday,Lil Nas X,2021-02-06,71,59,43,7,1
Body,Megan Thee Stallion,2021-02-06,18,16,16,16,1
Kings & Queens,Ava Max,2021-02-06,35,29,15,8,1
Beers And Sunshine,Darius Rucker,2021-02-06,53,64,42,13,1
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021-02-06,54,51,28,18,1
Skin,Sabrina Carpenter,2021-02-06,48,0,48,3,1
Dakiti,Bad Bunny & Jhay Cortez,2021-02-06,20,18,16,18,1
Sand In My Boots,Morgan Wallen,2021-02-06,38,40,32,11,1
Diamonds,Sam Smith,2021-02-06,49,47,39,7,1
7 Summers,Morgan Wallen,2021-02-06,23,25,18,7,1
Damage,H.E.R.,2021-02-06,52,53,44,18,1
Long Live,Florida Georgia Line,2021-02-06,68,80,45,16,1
Bichota,Karol G,2021-02-06,75,88,72,10,1
Dynamite,BTS,2021-02-06,46,45,5,15,1
Go Crazy,Chris Brown & Young Thug,2021-02-06,6,7,3,18,1
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2021-02-06,80,75,55,7,1
Monster,Shawn Mendes & Justin Bieber,2021-02-06,70,67,36,10,1
Monsters,All Time Low Featuring Demi Lovato & blackbear ,2021-02-06,69,77,55,17,1
Momma's House,Dustin Lynch,2021-02-06,87,93,59,15,1
Anyone,Justin Bieber,2021-02-06,26,26,6,16,1
What You Know Bout Love,Pop Smoke,2021-02-06,19,23,9,18,1
Whoopty,CJ,2021-02-06,16,19,10,16,1
Warning,Morgan Wallen,2021-02-06,76,72,42,5,1
Without You,The Kid LAROI,2021-02-06,47,52,30,18,1
Put Your Records On,Ritt Momney,2021-02-06,55,61,30,16,1
Moonwalking In Calabasas,DDG,2021-02-06,88,89,81,11,1
865,Morgan Wallen,2021-02-06,77,74,46,5,1
Bad Boy,Juice WRLD & Young Thug,2021-02-06,57,22,22,5,1
Better Together,Luke Combs,2021-02-06,15,15,15,14,1
Save Your Tears,The Weeknd,2021-02-06,14,20,4,17,1
More Than My Hometown,Morgan Wallen,2021-02-06,30,27,16,6,1
What's Your Country Song,Thomas Rhett,2021-02-06,59,60,29,17,1
Wasted On You,Morgan Wallen,2021-02-06,31,24,9,15,1
Masterpiece,DaBaby,2021-02-06,92,55,55,13,1
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2021-02-06,51,48,31,5,1
Antes,Anuel AA & Ozuna,2021-02-06,100,0,100,1,1
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2021-02-06,44,43,34,6,1
Mood,24kGoldn Featuring iann dior,2021-02-06,2,3,1,18,1
Adderall (Corvette Corvette),Popp Hunna,2021-02-06,99,90,74,6,1
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021-02-06,34,34,21,18,1
Drankin N Smokin,Future & Lil Uzi Vert,2021-02-06,94,96,84,10,1
Lo Vas A Olvidar,Billie Eilish & ROSALIA,2021-02-06,62,0,62,1,1
Willow,Taylor Swift,2021-02-06,28,28,22,18,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-02-06,61,58,58,9,1
Lonely,Justin Bieber & benny blanco,2021-02-06,13,14,12,11,1
Down To One,Luke Bryan,2021-02-06,58,70,36,17,1
Drivers License,Olivia Rodrigo,2021-02-06,1,1,1,15,1
Girl Like Me,Black Eyed Peas X Shakira,2021-02-06,85,91,67,14,1
Tyler Herro,Jack Harlow,2021-02-06,63,69,61,12,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-02-06,11,11,11,18,1
Golden,Harry Styles,2021-02-06,65,82,57,12,1
Rockstar,DaBaby Featuring Roddy Ricch,2021-02-06,41,37,26,7,1
Streets,Doja Cat,2021-02-06,25,39,16,15,1
Forever After All,Luke Combs,2021-02-06,66,65,35,18,1
Buss It,Erica Banks,2021-02-13,62,67,47,13,1
7 Summers,Morgan Wallen,2021-02-13,35,23,18,7,1
Sand In My Boots,Morgan Wallen,2021-02-13,32,38,32,11,1
One Too Many,Keith Urban Duet With P!nk,2021-02-13,94,96,72,15,1
Almost Maybes,Jordan Davis,2021-02-13,99,95,73,13,1
Starting Over,Chris Stapleton,2021-02-13,36,36,26,18,1
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,2021-02-13,39,0,39,7,1
Moonwalking In Calabasas,DDG,2021-02-13,90,88,81,11,1
Stay Down,"Lil Durk, 6LACK & Young Thug",2021-02-13,87,84,73,3,1
Lady,Brett Young,2021-02-13,75,86,52,15,1
Kings & Queens,Ava Max,2021-02-13,41,35,15,8,1
You Got It,VEDO,2021-02-13,93,95,75,12,1
Still Goin Down,Morgan Wallen,2021-02-13,76,72,45,6,1
Dangerous,Morgan Wallen,2021-02-13,98,100,62,4,1
The Good Ones,Gabby Barrett,2021-02-13,60,64,19,17,1
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021-02-13,15,11,11,18,1
Pick Up Your Feelings,Jazmine Sullivan,2021-02-13,92,95,75,13,1
Momma's House,Dustin Lynch,2021-02-13,83,87,59,15,1
Good Days,SZA,2021-02-13,11,9,9,17,1
Back In Blood,Pooh Shiesty Featuring Lil Durk,2021-02-13,37,40,13,16,1
Streets,Doja Cat,2021-02-13,18,25,16,15,1
Mood,24kGoldn Featuring iann dior,2021-02-13,2,2,1,18,1
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,2021-02-13,58,60,12,14,1
Down To One,Luke Bryan,2021-02-13,56,58,36,17,1
I Hope,Gabby Barrett Featuring Charlie Puth,2021-02-13,19,17,8,11,1
What's Your Country Song,Thomas Rhett,2021-02-13,57,59,29,17,1
On Me,Lil Baby,2021-02-13,30,29,23,18,1
Drivers License,Olivia Rodrigo,2021-02-13,1,1,1,15,1
Just The Way,Parmalee x Blanco Brown,2021-02-13,54,56,31,17,1
Still Trappin',Lil Durk & King Von,2021-02-13,70,84,53,12,1
Rockstar,DaBaby Featuring Roddy Ricch,2021-02-13,44,41,26,7,1
Blinding Lights,The Weeknd,2021-02-13,3,3,3,17,1
Holy,Justin Bieber Featuring Chance The Rapper,2021-02-13,9,8,4,12,1
Better Together,Luke Combs,2021-02-13,17,15,15,14,1
Monsters,All Time Low Featuring Demi Lovato & blackbear ,2021-02-13,64,69,55,17,1
Body,Megan Thee Stallion,2021-02-13,20,18,16,16,1
Holiday,Lil Nas X,2021-02-13,80,71,43,7,1
Back To The Streets,Saweetie Featuring Jhene Aiko,2021-02-13,69,61,58,9,1
Dynamite,BTS,2021-02-13,46,46,5,15,1
You're Mines Still,Yung Bleu Featuring Drake,2021-02-13,27,32,18,18,1
Monster,Shawn Mendes & Justin Bieber,2021-02-13,85,70,36,10,1
Kanye Krazy,Lil Durk,2021-02-13,91,0,91,1,1
Bichota,Karol G,2021-02-13,72,75,72,10,1
What You Know Bout Love,Pop Smoke,2021-02-13,13,19,9,18,1
