,song,performer,date,chart_position,previous_position,peak,weeks_on_chart,instance,songID,url
7748,The Middle,"Zedd, Maren Morris & Grey",2018-05-12,5,7,5,14,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-05-12
7749,The Middle,"Zedd, Maren Morris & Grey",2018-05-19,6,5,5,15,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-05-19
7750,The Middle,"Zedd, Maren Morris & Grey",2018-05-26,6,6,5,16,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-05-26
7751,The Middle,"Zedd, Maren Morris & Grey",2018-06-02,5,6,5,17,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-06-02
7752,The Middle,"Zedd, Maren Morris & Grey",2018-06-09,5,5,5,18,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-06-09
7753,The Middle,"Zedd, Maren Morris & Grey",2018-06-16,10,5,5,19,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-06-16
7754,The Middle,"Zedd, Maren Morris & Grey",2018-06-23,8,10,5,20,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-06-23
7755,The Middle,"Zedd, Maren Morris & Grey",2018-06-30,10,8,5,21,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-06-30
7756,The Middle,"Zedd, Maren Morris & Grey",2018-07-07,12,10,5,22,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-07-07
7757,The Middle,"Zedd, Maren Morris & Grey",2018-07-14,19,12,5,23,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-07-14
7758,The Middle,"Zedd, Maren Morris & Grey",2018-07-21,13,19,5,24,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-07-21
7759,The Middle,"Zedd, Maren Morris & Grey",2018-07-28,14,13,5,25,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-07-28
7760,The Middle,"Zedd, Maren Morris & Grey",2018-08-04,15,14,5,26,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-08-04
7761,The Middle,"Zedd, Maren Morris & Grey",2018-08-11,17,15,5,27,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-08-11
7762,The Middle,"Zedd, Maren Morris & Grey",2018-08-18,19,17,5,28,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-08-18
7763,The Middle,"Zedd, Maren Morris & Grey",2018-08-25,22,19,5,29,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-08-25
7764,The Middle,"Zedd, Maren Morris & Grey",2018-09-01,25,22,5,30,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-09-01
7765,The Middle,"Zedd, Maren Morris & Grey",2018-09-08,26,25,5,31,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-09-08
7766,The Middle,"Zedd, Maren Morris & Grey",2018-09-15,35,26,5,32,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-09-15
7767,The Middle,"Zedd, Maren Morris & Grey",2018-09-22,31,35,5,33,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-09-22
7768,The Middle,"Zedd, Maren Morris & Grey",2018-09-29,35,31,5,34,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-09-29
7769,The Middle,"Zedd, Maren Morris & Grey",2018-10-06,37,35,5,35,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-10-06
7770,The Middle,"Zedd, Maren Morris & Grey",2018-10-13,46,37,5,36,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-10-13
7771,The Middle,"Zedd, Maren Morris & Grey",2018-10-20,45,46,5,37,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-10-20
7772,The Middle,"Zedd, Maren Morris & Grey",2018-10-27,43,45,5,38,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-10-27
7773,The Middle,"Zedd, Maren Morris & Grey",2018-11-03,47,43,5,39,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-11-03
7774,The Middle,"Zedd, Maren Morris & Grey",2018-11-10,46,47,5,40,1,"The MiddleZedd, Maren Morris & Grey",https://www.billboard.com/charts/hot-100/2018-11-10
7775,The Motion,Drake,2019-08-17,61,0,61,1,1,The MotionDrake,https://www.billboard.com/charts/hot-100/2019-08-17
7776,The Ones That Didn't Make It Back Home,Justin Moore,2019-06-29,100,0,100,1,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-06-29
7777,The Ones That Didn't Make It Back Home,Justin Moore,2019-07-06,93,100,93,2,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-07-06
7778,The Ones That Didn't Make It Back Home,Justin Moore,2019-07-13,95,93,93,3,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-07-13
7779,The Ones That Didn't Make It Back Home,Justin Moore,2019-07-20,84,95,84,4,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-07-20
7780,The Ones That Didn't Make It Back Home,Justin Moore,2019-07-27,77,84,77,5,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-07-27
7781,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-03,68,77,68,6,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-08-03
7782,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-10,51,68,51,7,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-08-10
7783,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-17,46,51,46,8,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-08-17
7784,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-24,52,46,46,9,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-08-24
7785,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-31,51,52,46,10,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-08-31
7786,The Ones That Didn't Make It Back Home,Justin Moore,2019-09-07,53,51,46,11,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-09-07
7787,The Ones That Didn't Make It Back Home,Justin Moore,2019-09-14,48,53,46,12,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-09-14
7788,The Ones That Didn't Make It Back Home,Justin Moore,2019-09-21,66,48,46,13,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-09-21
7789,The Ones That Didn't Make It Back Home,Justin Moore,2019-09-28,66,66,46,14,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-09-28
7790,The Ones That Didn't Make It Back Home,Justin Moore,2019-10-05,72,66,46,15,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-10-05
7791,The Ones That Didn't Make It Back Home,Justin Moore,2019-10-12,92,72,46,16,1,The Ones That Didn't Make It Back HomeJustin Moore,https://www.billboard.com/charts/hot-100/2019-10-12
7792,The Race,Tay-K,2018-01-06,64,68,44,19,1,The RaceTay-K,https://www.billboard.com/charts/hot-100/2018-01-06
7793,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-03-31,67,0,67,1,1,The Remedy For A Broken Heart (Why Am I So In Love)XXXTENTACION,https://www.billboard.com/charts/hot-100/2018-03-31
7794,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-04-07,97,67,67,2,1,The Remedy For A Broken Heart (Why Am I So In Love)XXXTENTACION,https://www.billboard.com/charts/hot-100/2018-04-07
7795,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-06-30,58,0,58,3,2,The Remedy For A Broken Heart (Why Am I So In Love)XXXTENTACION,https://www.billboard.com/charts/hot-100/2018-06-30
7796,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-07-07,55,58,55,4,2,The Remedy For A Broken Heart (Why Am I So In Love)XXXTENTACION,https://www.billboard.com/charts/hot-100/2018-07-07
7797,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-07-14,98,55,55,5,2,The Remedy For A Broken Heart (Why Am I So In Love)XXXTENTACION,https://www.billboard.com/charts/hot-100/2018-07-14
7798,Sin Pijama,Becky G + Natti Natasha,2018-06-23,94,99,94,2,1,Sin PijamaBecky G + Natti Natasha,https://www.billboard.com/charts/hot-100/2018-06-23
7799,Shameless,Camila Cabello,2019-09-28,95,60,60,2,1,ShamelessCamila Cabello,https://www.billboard.com/charts/hot-100/2019-09-28
7800,That's On Me,Yella Beezy,2018-08-18,95,92,92,2,1,That's On MeYella Beezy,https://www.billboard.com/charts/hot-100/2018-08-18
7801,Cry Pretty,Carrie Underwood,2018-05-05,96,48,48,2,1,Cry PrettyCarrie Underwood,https://www.billboard.com/charts/hot-100/2018-05-05
7802,POP STAR,DaBaby Featuring Kevin Gates,2019-10-19,97,49,49,2,1,POP STARDaBaby Featuring Kevin Gates,https://www.billboard.com/charts/hot-100/2019-10-19
7803,All My Friends,21 Savage,2019-01-12,97,67,67,2,1,All My Friends21 Savage,https://www.billboard.com/charts/hot-100/2019-01-12
7804,Dedication,Nipsey Hussle Featuring Kendrick Lamar,2019-04-20,97,93,93,2,1,DedicationNipsey Hussle Featuring Kendrick Lamar,https://www.billboard.com/charts/hot-100/2019-04-20
7805,Baby Sitter,DaBaby Featuring Offset,2019-08-31,97,93,93,2,1,Baby SitterDaBaby Featuring Offset,https://www.billboard.com/charts/hot-100/2019-08-31
7806,Talk You Out Of It,Florida Georgia Line,2019-03-09,98,80,80,2,1,Talk You Out Of ItFlorida Georgia Line,https://www.billboard.com/charts/hot-100/2019-03-09
7807,Adicto,"Tainy, Anuel AA & Ozuna",2019-10-12,98,86,86,2,1,"AdictoTainy, Anuel AA & Ozuna",https://www.billboard.com/charts/hot-100/2019-10-12
7808,Daddy,Blueface & Rich The Kid,2019-08-17,98,89,89,2,1,DaddyBlueface & Rich The Kid,https://www.billboard.com/charts/hot-100/2019-08-17
7809,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",2019-06-15,98,94,94,2,1,"Bacc At It AgainYella Beezy, Gucci Mane & Quavo",https://www.billboard.com/charts/hot-100/2019-06-15
7810,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2019-08-03,99,53,53,2,1,South Of The BorderEd Sheeran Featuring Camila Cabello & Cardi B,https://www.billboard.com/charts/hot-100/2019-08-03
7811,Beautiful Crazy,Luke Combs,2018-05-26,99,58,58,2,1,Beautiful CrazyLuke Combs,https://www.billboard.com/charts/hot-100/2018-05-26
7812,31 Days,Future,2018-07-28,99,65,65,2,1,31 DaysFuture,https://www.billboard.com/charts/hot-100/2018-07-28
7813,Boss,The Carters,2018-07-07,99,77,77,2,1,BossThe Carters,https://www.billboard.com/charts/hot-100/2018-07-07
7814,Proud,2 Chainz Featuring YG & Offset,2018-04-21,99,96,96,2,1,Proud2 Chainz Featuring YG & Offset,https://www.billboard.com/charts/hot-100/2018-04-21
7815,Die Young,Roddy Ricch,2019-05-25,99,99,99,2,1,Die YoungRoddy Ricch,https://www.billboard.com/charts/hot-100/2019-05-25
7816,Did It Again,Lil Tecca,2019-09-07,99,100,99,2,1,Did It AgainLil Tecca,https://www.billboard.com/charts/hot-100/2019-09-07
7817,Doin' Time,Lana Del Rey,2019-09-21,100,59,59,2,1,Doin' TimeLana Del Rey,https://www.billboard.com/charts/hot-100/2019-09-21
7818,Pop Out,Polo G Featuring Lil Tjay,2019-04-13,100,95,95,2,1,Pop OutPolo G Featuring Lil Tjay,https://www.billboard.com/charts/hot-100/2019-04-13
7819,Te Robare,Nicky Jam X Ozuna,2019-06-01,100,95,95,2,1,Te RobareNicky Jam X Ozuna,https://www.billboard.com/charts/hot-100/2019-06-01
7820,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",2019-11-09,100,97,97,2,1,"SomebodyInternet Money, Lil Tecca & A Boogie Wit da Hoodie",https://www.billboard.com/charts/hot-100/2019-11-09
7821,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2018-12-08,100,98,98,2,1,Close To MeEllie Goulding X Diplo Featuring Swae Lee,https://www.billboard.com/charts/hot-100/2018-12-08
7822,"Thank U, Next",Ariana Grande,2018-12-01,1,1,1,3,1,"Thank U, NextAriana Grande",https://www.billboard.com/charts/hot-100/2018-12-01
7823,7 Rings,Ariana Grande,2019-02-16,1,1,1,3,1,7 RingsAriana Grande,https://www.billboard.com/charts/hot-100/2019-02-16
7824,Please Me,Cardi B & Bruno Mars,2019-03-16,3,14,3,3,1,Please MeCardi B & Bruno Mars,https://www.billboard.com/charts/hot-100/2019-03-16
7825,Psycho,Post Malone Featuring Ty Dolla $ign,2018-03-24,5,4,2,3,1,PsychoPost Malone Featuring Ty Dolla $ign,https://www.billboard.com/charts/hot-100/2018-03-24
7826,Senorita,Shawn Mendes & Camila Cabello,2019-07-20,5,5,2,3,1,SenoritaShawn Mendes & Camila Cabello,https://www.billboard.com/charts/hot-100/2019-07-20
7827,Sad!,XXXTENTACION,2018-03-31,7,19,7,3,1,Sad!XXXTENTACION,https://www.billboard.com/charts/hot-100/2018-03-31
7828,Sucker,Jonas Brothers,2019-03-30,8,6,1,3,1,SuckerJonas Brothers,https://www.billboard.com/charts/hot-100/2019-03-30
7829,Circles,Post Malone,2019-09-28,9,4,4,3,1,CirclesPost Malone,https://www.billboard.com/charts/hot-100/2019-09-28
7830,Sicko Mode,Travis Scott,2018-09-01,9,7,4,3,1,Sicko ModeTravis Scott,https://www.billboard.com/charts/hot-100/2018-09-01
7831,Pray For Me,The Weeknd & Kendrick Lamar,2018-03-03,9,11,7,3,1,Pray For MeThe Weeknd & Kendrick Lamar,https://www.billboard.com/charts/hot-100/2018-03-03
7832,Bad Guy,Billie Eilish,2019-04-27,9,11,7,3,1,Bad GuyBillie Eilish,https://www.billboard.com/charts/hot-100/2019-04-27
7833,"10,000 Hours",Dan + Shay & Justin Bieber,2019-11-02,10,11,4,3,1,"10,000 HoursDan + Shay & Justin Bieber",https://www.billboard.com/charts/hot-100/2019-11-02
7834,Shallow,Lady Gaga & Bradley Cooper,2018-10-27,10,5,5,3,1,ShallowLady Gaga & Bradley Cooper,https://www.billboard.com/charts/hot-100/2018-10-27
7835,Bandit,Juice WRLD & YoungBoy Never Broke Again,2019-11-02,12,10,10,3,1,BanditJuice WRLD & YoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2019-11-02
7836,Roxanne,Arizona Zervas,2019-11-30,12,27,12,3,1,RoxanneArizona Zervas,https://www.billboard.com/charts/hot-100/2019-11-30
7837,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-03-09,13,8,2,3,1,"Break Up With Your Girlfriend, I'm BoredAriana Grande",https://www.billboard.com/charts/hot-100/2019-03-09
7838,Bartier Cardi,Cardi B Featuring 21 Savage,2018-01-20,14,19,14,3,1,Bartier CardiCardi B Featuring 21 Savage,https://www.billboard.com/charts/hot-100/2018-01-20
7839,Be Careful,Cardi B,2018-04-28,15,11,11,3,1,Be CarefulCardi B,https://www.billboard.com/charts/hot-100/2018-04-28
7840,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2018-10-27,16,31,16,3,1,"Taki TakiDJ Snake Featuring Selena Gomez, Ozuna & Cardi B",https://www.billboard.com/charts/hot-100/2018-10-27
7841,Call Out My Name,The Weeknd,2018-04-28,17,20,4,3,1,Call Out My NameThe Weeknd,https://www.billboard.com/charts/hot-100/2018-04-28
7842,Beautiful People,Ed Sheeran Featuring Khalid,2019-07-27,19,40,19,3,1,Beautiful PeopleEd Sheeran Featuring Khalid,https://www.billboard.com/charts/hot-100/2019-07-27
7843,Boyfriend,Ariana Grande & Social House,2019-08-31,20,19,8,3,1,BoyfriendAriana Grande & Social House,https://www.billboard.com/charts/hot-100/2019-08-31
7844,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018-11-17,23,24,9,3,1,Sunflower (Spider-Man: Into The Spider-Verse)Post Malone & Swae Lee,https://www.billboard.com/charts/hot-100/2018-11-17
7845,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2019-10-05,25,17,8,3,1,Take What You WantPost Malone Featuring Ozzy Osbourne & Travis Scott,https://www.billboard.com/charts/hot-100/2019-10-05
7846,Better Now,Post Malone,2018-05-26,26,23,7,3,1,Better NowPost Malone,https://www.billboard.com/charts/hot-100/2018-05-26
7847,Sleigh Ride,The Ronettes,2019-01-05,26,33,26,3,1,Sleigh RideThe Ronettes,https://www.billboard.com/charts/hot-100/2019-01-05
7848,Panini,Lil Nas X,2019-07-20,27,22,16,3,1,PaniniLil Nas X,https://www.billboard.com/charts/hot-100/2019-07-20
7849,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019-04-27,27,26,26,3,1,Racks In The MiddleNipsey Hussle Featuring Roddy Ricch & Hit-Boy,https://www.billboard.com/charts/hot-100/2019-04-27
7850,Rudolph The Red-Nosed Reindeer,Gene Autry,2018-12-29,28,27,27,3,1,Rudolph The Red-Nosed ReindeerGene Autry,https://www.billboard.com/charts/hot-100/2018-12-29
7851,Say Something,Justin Timberlake Featuring Chris Stapleton,2018-02-24,31,17,9,3,1,Say SomethingJustin Timberlake Featuring Chris Stapleton,https://www.billboard.com/charts/hot-100/2018-02-24
7852,Dancing With A Stranger,Sam Smith & Normani,2019-02-09,31,41,31,3,1,Dancing With A StrangerSam Smith & Normani,https://www.billboard.com/charts/hot-100/2019-02-09
7853,Bury A Friend,Billie Eilish,2019-02-23,32,14,14,3,1,Bury A FriendBillie Eilish,https://www.billboard.com/charts/hot-100/2019-02-23
7854,Don't Matter To Me,Drake Featuring Michael Jackson,2018-07-28,33,21,9,3,1,Don't Matter To MeDrake Featuring Michael Jackson,https://www.billboard.com/charts/hot-100/2018-07-28
7855,A Lot,21 Savage,2019-01-19,33,36,33,3,1,A Lot21 Savage,https://www.billboard.com/charts/hot-100/2019-01-19
7856,Robbery,Juice WRLD,2019-03-16,34,28,27,3,1,RobberyJuice WRLD,https://www.billboard.com/charts/hot-100/2019-03-16
7857,Stargazing,Travis Scott,2018-09-01,35,27,8,3,1,StargazingTravis Scott,https://www.billboard.com/charts/hot-100/2018-09-01
7858,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,2018-05-19,36,43,36,3,1,Dame Tu CositaPitbull x El Chombo x Karol G Featuring Cutty Ranks,https://www.billboard.com/charts/hot-100/2018-05-19
7859,Baby Shark,Pinkfong,2019-01-26,37,38,32,3,1,Baby SharkPinkfong,https://www.billboard.com/charts/hot-100/2019-01-26
7860,Changes,XXXTENTACION,2018-03-31,37,59,37,3,1,ChangesXXXTENTACION,https://www.billboard.com/charts/hot-100/2018-03-31
7861,Back To You,Selena Gomez,2018-06-09,38,46,38,3,1,Back To YouSelena Gomez,https://www.billboard.com/charts/hot-100/2018-06-09
7862,Taste,Tyga Featuring Offset,2018-06-23,38,59,38,3,1,TasteTyga Featuring Offset,https://www.billboard.com/charts/hot-100/2018-06-23
7863,223's,YNW Melly & 9lokknine,2019-10-05,38,59,38,3,1,223'sYNW Melly & 9lokknine,https://www.billboard.com/charts/hot-100/2019-10-05
7864,Boy With Luv,BTS Featuring Halsey,2019-05-11,40,40,8,3,1,Boy With LuvBTS Featuring Halsey,https://www.billboard.com/charts/hot-100/2019-05-11
7865,Rap Devil,Machine Gun Kelly,2018-10-06,40,22,13,3,1,Rap DevilMachine Gun Kelly,https://www.billboard.com/charts/hot-100/2018-10-06
7866,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-01-19,40,38,38,3,1,SwervinA Boogie Wit da Hoodie Featuring 6ix9ine,https://www.billboard.com/charts/hot-100/2019-01-19
7867,Beer Never Broke My Heart,Luke Combs,2019-06-01,41,29,29,3,1,Beer Never Broke My HeartLuke Combs,https://www.billboard.com/charts/hot-100/2019-06-01
7868,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-05-19,41,64,41,3,1,"Te BoteCasper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",https://www.billboard.com/charts/hot-100/2018-05-19
7869,Sweet But Psycho,Ava Max,2019-01-12,41,83,41,3,1,Sweet But PsychoAva Max,https://www.billboard.com/charts/hot-100/2019-01-12
7870,Close Friends,Lil Baby,2018-11-03,42,30,28,3,1,Close FriendsLil Baby,https://www.billboard.com/charts/hot-100/2018-11-03
7871,Sanguine Paradise,Lil Uzi Vert,2019-05-11,42,32,28,3,1,Sanguine ParadiseLil Uzi Vert,https://www.billboard.com/charts/hot-100/2019-05-11
7872,Don't Start Now,Dua Lipa,2019-11-30,42,46,30,3,1,Don't Start NowDua Lipa,https://www.billboard.com/charts/hot-100/2019-11-30
7873,Camelot,NLE Choppa,2019-10-12,42,37,37,3,1,CamelotNLE Choppa,https://www.billboard.com/charts/hot-100/2019-10-12
7874,Apes**t,The Carters,2018-07-14,43,19,13,3,1,Apes**tThe Carters,https://www.billboard.com/charts/hot-100/2018-07-14
